gene_id	A2780_down	UWB_BRCAdef_down	PEO1_down
MTMR3	TRUE	FALSE	FALSE
SLC38A3	TRUE	FALSE	FALSE
ZFHX2	TRUE	FALSE	FALSE
ENHO	TRUE	FALSE	FALSE
WWC2	TRUE	FALSE	FALSE
ARHGEF2	TRUE	TRUE	FALSE
POSTN	TRUE	FALSE	FALSE
TMEM246	TRUE	FALSE	FALSE
FAM168B	TRUE	FALSE	FALSE
PRSS16	TRUE	FALSE	FALSE
NPC1	TRUE	TRUE	FALSE
HOXB8	TRUE	FALSE	FALSE
CHODL	TRUE	FALSE	FALSE
TPST1	TRUE	TRUE	FALSE
TCF7	TRUE	FALSE	TRUE
FLVCR2	TRUE	FALSE	FALSE
GKAP1	TRUE	FALSE	FALSE
ATP8B2	TRUE	FALSE	FALSE
MRPL15	TRUE	FALSE	FALSE
CD70	TRUE	FALSE	FALSE
PHF21A	TRUE	FALSE	FALSE
BARHL2	TRUE	FALSE	FALSE
CCNJ	TRUE	FALSE	FALSE
SNX27	TRUE	TRUE	FALSE
GARS	TRUE	FALSE	FALSE
C1orf54	TRUE	FALSE	FALSE
DUSP12	TRUE	FALSE	FALSE
TEX15	TRUE	FALSE	FALSE
ZNF816	TRUE	TRUE	FALSE
DDIT3	TRUE	TRUE	FALSE
BRSK2	TRUE	FALSE	FALSE
GBA	TRUE	FALSE	FALSE
PCDH11X	TRUE	FALSE	FALSE
ZDHHC2	TRUE	FALSE	TRUE
RENBP	TRUE	FALSE	FALSE
ISG15	TRUE	FALSE	FALSE
SMG5	TRUE	FALSE	FALSE
MMP11	TRUE	FALSE	FALSE
CDH10	TRUE	FALSE	FALSE
TNFRSF10B	TRUE	FALSE	FALSE
ELOVL4	TRUE	FALSE	FALSE
BCL7A	TRUE	FALSE	FALSE
MAP4	TRUE	FALSE	FALSE
CBX8	TRUE	FALSE	FALSE
NOTUM	TRUE	FALSE	FALSE
ZNF425	TRUE	FALSE	FALSE
CNBP	TRUE	FALSE	FALSE
LRFN1	TRUE	FALSE	TRUE
ATP2A2	TRUE	FALSE	FALSE
PEA15	TRUE	FALSE	FALSE
GHR	TRUE	FALSE	FALSE
H1F0	TRUE	FALSE	FALSE
MYLK	TRUE	FALSE	FALSE
CASC10	TRUE	FALSE	FALSE
LAPTM4A	TRUE	FALSE	FALSE
NTS	TRUE	FALSE	FALSE
FAT3	TRUE	TRUE	FALSE
GOT1	TRUE	FALSE	FALSE
FAT4	TRUE	FALSE	FALSE
SNAP91	TRUE	FALSE	FALSE
NFYC	TRUE	FALSE	FALSE
NCAM2	TRUE	FALSE	FALSE
TUSC1	TRUE	FALSE	FALSE
SLFNL1	TRUE	FALSE	FALSE
ATXN3L	TRUE	FALSE	FALSE
FOXN3	TRUE	FALSE	FALSE
SLC9A2	TRUE	TRUE	FALSE
HNRNPLL	TRUE	FALSE	FALSE
CBFA2T3	TRUE	FALSE	FALSE
CAND2	TRUE	FALSE	FALSE
PTP4A1	TRUE	FALSE	FALSE
DAP3	TRUE	FALSE	FALSE
PSMD4	TRUE	FALSE	FALSE
ZDHHC15	TRUE	FALSE	FALSE
ITGAV	TRUE	FALSE	FALSE
FAM110D	TRUE	FALSE	FALSE
MTHFR	TRUE	FALSE	FALSE
MICU3	TRUE	FALSE	FALSE
WNK3	TRUE	FALSE	FALSE
CREB3L1	TRUE	FALSE	FALSE
ZNF32	TRUE	FALSE	FALSE
SRRM3	TRUE	FALSE	FALSE
PRKCB	TRUE	FALSE	FALSE
DUSP16	TRUE	TRUE	FALSE
CYP27C1	TRUE	FALSE	FALSE
DLX2	TRUE	FALSE	FALSE
ADGRG6	TRUE	TRUE	FALSE
SMAP2	TRUE	FALSE	FALSE
KCNG3	TRUE	TRUE	FALSE
CHD5	TRUE	FALSE	FALSE
GPM6A	TRUE	FALSE	FALSE
CP	TRUE	TRUE	FALSE
LRP11	TRUE	TRUE	TRUE
STARD13	TRUE	FALSE	FALSE
GGA2	TRUE	FALSE	FALSE
CFLAR	TRUE	FALSE	FALSE
BOC	TRUE	FALSE	FALSE
SMIM3	TRUE	FALSE	FALSE
KLF11	TRUE	FALSE	FALSE
RAB39A	TRUE	FALSE	FALSE
ACOT13	TRUE	FALSE	FALSE
MPZL1	TRUE	TRUE	FALSE
ATP8A1	TRUE	FALSE	FALSE
COLEC12	TRUE	FALSE	FALSE
QKI	TRUE	FALSE	FALSE
CXXC4	TRUE	FALSE	FALSE
GUCY1A3	TRUE	FALSE	FALSE
TOX	TRUE	FALSE	FALSE
MLXIPL	TRUE	FALSE	FALSE
HECW2	TRUE	FALSE	FALSE
RFX5	TRUE	FALSE	FALSE
CTSV	TRUE	FALSE	FALSE
SWAP70	TRUE	FALSE	FALSE
HNF4G	TRUE	FALSE	FALSE
TRAM1L1	TRUE	TRUE	FALSE
SLC25A21	TRUE	FALSE	FALSE
TET3	TRUE	FALSE	FALSE
CLCN4	TRUE	FALSE	FALSE
PSMD14	TRUE	FALSE	FALSE
ANKRD34A	TRUE	FALSE	FALSE
RTN4RL2	TRUE	FALSE	FALSE
NHSL2	TRUE	FALSE	FALSE
CRTAP	TRUE	FALSE	FALSE
GNG7	TRUE	FALSE	FALSE
RASSF2	TRUE	FALSE	FALSE
PPP3R1	TRUE	FALSE	FALSE
ARMCX4	TRUE	TRUE	FALSE
HOXD8	TRUE	FALSE	FALSE
ZNF114	TRUE	FALSE	TRUE
FNDC4	TRUE	FALSE	TRUE
DPYSL4	TRUE	FALSE	FALSE
YME1L1	TRUE	TRUE	FALSE
TLX1	TRUE	FALSE	FALSE
DCUN1D5	TRUE	FALSE	FALSE
DMBX1	TRUE	FALSE	FALSE
ONECUT3	TRUE	FALSE	FALSE
C8orf31	TRUE	FALSE	FALSE
BEST1	TRUE	FALSE	TRUE
BMP7	TRUE	FALSE	FALSE
AKR1E2	TRUE	FALSE	FALSE
ABCG4	TRUE	FALSE	FALSE
GLIPR2	TRUE	FALSE	FALSE
CEND1	TRUE	FALSE	FALSE
RNF157	TRUE	FALSE	TRUE
DMRTA1	TRUE	FALSE	FALSE
FGF21	TRUE	FALSE	FALSE
STAU2	TRUE	FALSE	FALSE
SH3BGR	TRUE	FALSE	FALSE
CD55	TRUE	TRUE	FALSE
JAM2	TRUE	FALSE	FALSE
GPR162	TRUE	FALSE	FALSE
CSRNP2	TRUE	TRUE	FALSE
TMEM9	TRUE	FALSE	FALSE
KLHDC8B	TRUE	FALSE	FALSE
CA8	TRUE	FALSE	FALSE
GAB2	TRUE	TRUE	FALSE
CTF1	TRUE	FALSE	FALSE
RNF150	TRUE	FALSE	FALSE
ANAPC16	TRUE	FALSE	FALSE
ADGRB1	TRUE	FALSE	FALSE
ACP2	TRUE	FALSE	FALSE
PDIA2	TRUE	FALSE	FALSE
NGEF	TRUE	FALSE	TRUE
FBXO42	TRUE	FALSE	FALSE
RFLNB	TRUE	FALSE	FALSE
PHF21B	TRUE	FALSE	FALSE
CBS	TRUE	FALSE	FALSE
POLR3GL	TRUE	FALSE	FALSE
MESP1	TRUE	FALSE	FALSE
ASCC1	TRUE	FALSE	FALSE
NUAK1	TRUE	FALSE	FALSE
CTNNA1	TRUE	FALSE	FALSE
ZNF626	TRUE	FALSE	FALSE
CEBPG	TRUE	FALSE	FALSE
EML4	TRUE	FALSE	FALSE
C1D	TRUE	TRUE	FALSE
LAMC3	TRUE	FALSE	FALSE
CECR2	TRUE	FALSE	FALSE
INSR	TRUE	FALSE	FALSE
KCNQ2	TRUE	FALSE	FALSE
CCDC114	TRUE	FALSE	FALSE
HNRNPH3	TRUE	TRUE	FALSE
FLRT2	TRUE	TRUE	FALSE
SLC12A6	TRUE	TRUE	FALSE
ISG20	TRUE	FALSE	FALSE
ZNF888	TRUE	FALSE	FALSE
PRUNE1	TRUE	FALSE	FALSE
VEPH1	TRUE	FALSE	FALSE
PCMT1	TRUE	FALSE	FALSE
CHRNA4	TRUE	FALSE	FALSE
GRAMD1A	TRUE	FALSE	FALSE
SIK3	TRUE	FALSE	FALSE
NCEH1	TRUE	TRUE	FALSE
CYR61	TRUE	FALSE	FALSE
TAX1BP1	TRUE	FALSE	FALSE
MAGEE1	TRUE	TRUE	FALSE
PDIA6	TRUE	TRUE	TRUE
LUM	TRUE	FALSE	FALSE
SSBP2	TRUE	FALSE	TRUE
TLCD2	TRUE	FALSE	FALSE
CHST3	TRUE	FALSE	FALSE
TGFB3	TRUE	FALSE	FALSE
WNK2	TRUE	FALSE	TRUE
POC1B	TRUE	TRUE	FALSE
DNAH10	TRUE	FALSE	FALSE
GLB1	TRUE	FALSE	FALSE
PFKFB2	TRUE	TRUE	FALSE
RIMKLA	TRUE	FALSE	FALSE
LRRK1	TRUE	FALSE	FALSE
SLC47A1	TRUE	FALSE	FALSE
ACP6	TRUE	TRUE	TRUE
HOXB3	TRUE	FALSE	TRUE
FAM53C	TRUE	FALSE	FALSE
NOMO1	TRUE	FALSE	FALSE
CPT1A	TRUE	FALSE	TRUE
GPER1	TRUE	FALSE	FALSE
NT5C2	TRUE	FALSE	FALSE
FGFR1	TRUE	FALSE	FALSE
PLD1	TRUE	FALSE	FALSE
SEPHS1	TRUE	FALSE	FALSE
SOBP	TRUE	FALSE	FALSE
MYO15B	TRUE	FALSE	FALSE
C1QL4	TRUE	FALSE	FALSE
PAX6	TRUE	FALSE	FALSE
TEAD1	TRUE	FALSE	FALSE
EP300	TRUE	FALSE	FALSE
HOXC10	TRUE	FALSE	FALSE
TLE3	TRUE	FALSE	TRUE
ZBED9	TRUE	FALSE	FALSE
GPC3	TRUE	FALSE	FALSE
RALYL	TRUE	FALSE	FALSE
RHOH	TRUE	FALSE	FALSE
TRABD2A	TRUE	FALSE	FALSE
TXNRD1	TRUE	FALSE	FALSE
PPTC7	TRUE	TRUE	FALSE
INPP5A	TRUE	FALSE	FALSE
USP9X	TRUE	FALSE	FALSE
CNRIP1	TRUE	FALSE	FALSE
KIRREL	TRUE	FALSE	FALSE
GYG1	TRUE	FALSE	FALSE
TMEM45A	TRUE	FALSE	FALSE
TSEN15	TRUE	TRUE	FALSE
LMX1B	TRUE	FALSE	FALSE
THY1	TRUE	TRUE	TRUE
TMEM219	TRUE	FALSE	FALSE
GNE	TRUE	TRUE	FALSE
CMTM3	TRUE	FALSE	FALSE
KCTD20	TRUE	FALSE	FALSE
NPL	TRUE	TRUE	FALSE
CRK	TRUE	FALSE	FALSE
C19orf38	TRUE	FALSE	FALSE
CITED1	TRUE	FALSE	FALSE
SCN1B	TRUE	FALSE	FALSE
CLU	TRUE	TRUE	FALSE
INHBE	TRUE	TRUE	FALSE
HAPLN1	TRUE	FALSE	FALSE
PHF10	TRUE	TRUE	FALSE
KDELR1	TRUE	FALSE	FALSE
KIAA0825	TRUE	FALSE	FALSE
ASIC1	TRUE	FALSE	FALSE
BAZ2A	TRUE	FALSE	FALSE
CNTFR	TRUE	FALSE	FALSE
SNCB	TRUE	FALSE	FALSE
FOXN4	TRUE	FALSE	FALSE
CDKN2B	TRUE	FALSE	FALSE
DUSP8	TRUE	FALSE	FALSE
SYN2	TRUE	FALSE	FALSE
SLC45A1	TRUE	FALSE	FALSE
PIGC	TRUE	FALSE	FALSE
DACT3	TRUE	FALSE	FALSE
KIF5C	TRUE	FALSE	FALSE
HIST1H2BK	TRUE	FALSE	FALSE
MAN2A2	TRUE	FALSE	FALSE
TRIM62	TRUE	FALSE	FALSE
KBTBD11	TRUE	FALSE	FALSE
SYT3	TRUE	FALSE	FALSE
AMFR	TRUE	FALSE	TRUE
NUDT5	TRUE	TRUE	FALSE
KCNJ4	TRUE	FALSE	FALSE
ATP1B2	TRUE	FALSE	FALSE
PHF20	TRUE	FALSE	FALSE
ALX1	TRUE	TRUE	FALSE
FLAD1	TRUE	FALSE	FALSE
LMOD1	TRUE	FALSE	FALSE
ABHD2	TRUE	FALSE	FALSE
ANKLE1	TRUE	TRUE	FALSE
TMCC2	TRUE	FALSE	FALSE
NUPR1	TRUE	FALSE	TRUE
ARG2	TRUE	FALSE	FALSE
ABL2	TRUE	FALSE	FALSE
SLCO2A1	TRUE	FALSE	FALSE
SLC6A17	TRUE	FALSE	FALSE
TCEA1	TRUE	FALSE	FALSE
NIPA2	TRUE	FALSE	FALSE
JAZF1	TRUE	FALSE	FALSE
FHL3	TRUE	FALSE	FALSE
EFNA2	TRUE	FALSE	FALSE
CHRD	TRUE	FALSE	FALSE
NDRG2	TRUE	FALSE	FALSE
SAE1	TRUE	FALSE	FALSE
RCOR2	TRUE	TRUE	TRUE
ARX	TRUE	FALSE	FALSE
GGCX	TRUE	FALSE	FALSE
NAGA	TRUE	FALSE	TRUE
GPRASP1	TRUE	FALSE	FALSE
ADAMTS6	TRUE	FALSE	FALSE
NDNF	TRUE	FALSE	FALSE
POGZ	TRUE	FALSE	FALSE
RNF217	TRUE	FALSE	FALSE
BPNT1	TRUE	TRUE	FALSE
SLC25A23	TRUE	FALSE	FALSE
HERC6	TRUE	TRUE	FALSE
KIF21B	TRUE	FALSE	FALSE
UBE2Q1	TRUE	FALSE	FALSE
ART3	TRUE	FALSE	FALSE
ARPIN	TRUE	FALSE	FALSE
SLC35D2	TRUE	FALSE	FALSE
RAB21	TRUE	FALSE	FALSE
CTDSP2	TRUE	FALSE	FALSE
LTBP4	TRUE	FALSE	FALSE
ARHGAP21	TRUE	TRUE	FALSE
SHISA8	TRUE	FALSE	FALSE
SLC12A2	TRUE	FALSE	TRUE
CRY1	TRUE	TRUE	FALSE
H2AFY2	TRUE	FALSE	TRUE
NOTCH3	TRUE	FALSE	FALSE
CACHD1	TRUE	TRUE	FALSE
KLF15	TRUE	FALSE	FALSE
USP2	TRUE	FALSE	TRUE
NOTCH2NL	TRUE	FALSE	FALSE
DNMT3B	TRUE	TRUE	FALSE
EPB41	TRUE	TRUE	FALSE
CDC123	TRUE	TRUE	FALSE
SEC61A2	TRUE	TRUE	FALSE
TOR1AIP2	TRUE	FALSE	FALSE
IL17RB	TRUE	FALSE	FALSE
ADRA2C	TRUE	FALSE	FALSE
KANK1	TRUE	TRUE	FALSE
FAM174B	TRUE	FALSE	FALSE
SSPO	TRUE	FALSE	FALSE
KCNG1	TRUE	FALSE	TRUE
RAD54L2	TRUE	FALSE	FALSE
USP12	TRUE	FALSE	FALSE
B4GALNT3	TRUE	FALSE	FALSE
MLLT10	TRUE	TRUE	FALSE
UBA1	TRUE	FALSE	FALSE
MYRF	TRUE	TRUE	FALSE
CCDC17	TRUE	FALSE	FALSE
KCNIP3	TRUE	FALSE	FALSE
TRIB3	TRUE	TRUE	FALSE
BATF3	TRUE	FALSE	FALSE
ADCY1	TRUE	FALSE	TRUE
C11orf58	TRUE	FALSE	FALSE
SYDE1	TRUE	FALSE	FALSE
NDUFS2	TRUE	FALSE	FALSE
STIM1	TRUE	FALSE	FALSE
ITGB1	TRUE	TRUE	FALSE
PRDX4	TRUE	FALSE	FALSE
NPAS1	TRUE	FALSE	FALSE
ASNS	TRUE	FALSE	FALSE
RASL10B	TRUE	FALSE	TRUE
PIK3AP1	TRUE	FALSE	FALSE
MEX3B	TRUE	FALSE	FALSE
MAGEA6	TRUE	FALSE	FALSE
ZNF835	TRUE	FALSE	FALSE
ELMO2	TRUE	FALSE	FALSE
TMEM192	TRUE	FALSE	FALSE
ELOC	TRUE	FALSE	FALSE
SHISA2	TRUE	FALSE	FALSE
TNNC1	TRUE	TRUE	FALSE
TBKBP1	TRUE	FALSE	FALSE
FADS2	TRUE	FALSE	FALSE
C12orf49	TRUE	FALSE	FALSE
ZBTB8A	TRUE	FALSE	FALSE
BICC1	TRUE	FALSE	TRUE
ZNF280A	TRUE	FALSE	FALSE
GDPD1	TRUE	FALSE	FALSE
ZNF625	TRUE	FALSE	FALSE
DLL4	TRUE	FALSE	FALSE
KDM6B	TRUE	FALSE	FALSE
TMEM150A	TRUE	FALSE	FALSE
DPYSL5	TRUE	FALSE	FALSE
C1orf61	TRUE	FALSE	FALSE
NFIX	TRUE	FALSE	FALSE
UPRT	TRUE	FALSE	FALSE
JAKMIP3	TRUE	FALSE	FALSE
PHC1	TRUE	FALSE	TRUE
WDR45	TRUE	FALSE	FALSE
TCHH	TRUE	FALSE	FALSE
ALG9	TRUE	TRUE	FALSE
GABARAPL1	TRUE	FALSE	FALSE
SOAT1	TRUE	TRUE	FALSE
SLC35F2	TRUE	FALSE	FALSE
TYRP1	TRUE	FALSE	FALSE
EBNA1BP2	TRUE	FALSE	FALSE
NOL4L	TRUE	FALSE	FALSE
ASIC3	TRUE	FALSE	FALSE
SEZ6L2	TRUE	FALSE	FALSE
STRAP	TRUE	FALSE	FALSE
KNDC1	TRUE	FALSE	FALSE
RABIF	TRUE	FALSE	FALSE
SMIM14	TRUE	FALSE	FALSE
SSBP3	TRUE	FALSE	FALSE
CAPN5	TRUE	FALSE	FALSE
ATP8B3	TRUE	FALSE	FALSE
ZNF410	TRUE	TRUE	FALSE
COL23A1	TRUE	FALSE	FALSE
CDKN1B	TRUE	TRUE	FALSE
RPS6KL1	TRUE	FALSE	FALSE
NME4	TRUE	FALSE	FALSE
MYLK3	TRUE	FALSE	FALSE
TSC22D2	TRUE	FALSE	FALSE
CCDC144NL	TRUE	FALSE	FALSE
RND2	TRUE	FALSE	FALSE
NEU1	TRUE	FALSE	FALSE
CHSY1	TRUE	TRUE	FALSE
NDUFAB1	TRUE	FALSE	FALSE
PTPRH	TRUE	TRUE	FALSE
LGI2	TRUE	FALSE	TRUE
LMCD1	TRUE	FALSE	FALSE
PRKAA2	TRUE	TRUE	FALSE
ZNF471	TRUE	FALSE	FALSE
FGD1	TRUE	FALSE	FALSE
SGIP1	TRUE	TRUE	FALSE
RBFOX2	TRUE	FALSE	FALSE
PCDHA11	TRUE	FALSE	TRUE
SRD5A3	TRUE	FALSE	FALSE
CDH2	TRUE	FALSE	FALSE
CCDC3	TRUE	FALSE	FALSE
CYP26A1	TRUE	FALSE	FALSE
TCP11L2	TRUE	FALSE	FALSE
SNX9	TRUE	FALSE	FALSE
MAP1LC3B	TRUE	FALSE	FALSE
GIMAP2	TRUE	TRUE	FALSE
SRSF12	TRUE	FALSE	TRUE
TMEM14C	TRUE	FALSE	FALSE
JADE1	TRUE	FALSE	FALSE
ISM2	TRUE	FALSE	FALSE
YPEL5	TRUE	FALSE	FALSE
ESPNL	TRUE	FALSE	FALSE
BST2	TRUE	TRUE	FALSE
CCDC184	TRUE	FALSE	FALSE
APOC1	TRUE	TRUE	FALSE
ZNF592	TRUE	FALSE	FALSE
MLLT11	TRUE	TRUE	FALSE
UBR4	TRUE	FALSE	FALSE
EN2	TRUE	FALSE	FALSE
LRP4	TRUE	TRUE	FALSE
CTPS2	TRUE	FALSE	FALSE
RGMA	TRUE	FALSE	FALSE
NBDY	TRUE	FALSE	FALSE
OLFML2B	TRUE	FALSE	FALSE
HIST1H2BN	TRUE	FALSE	FALSE
NTNG2	TRUE	FALSE	FALSE
NAAA	TRUE	FALSE	FALSE
SBK1	TRUE	FALSE	TRUE
SEMA6C	TRUE	FALSE	FALSE
MORC2	TRUE	FALSE	FALSE
CPEB4	TRUE	FALSE	FALSE
PLPPR4	TRUE	FALSE	FALSE
SPPL2A	TRUE	FALSE	FALSE
LPIN1	TRUE	TRUE	TRUE
RPN1	TRUE	FALSE	FALSE
SH2D2A	TRUE	TRUE	FALSE
PCDHA13	TRUE	FALSE	TRUE
AHRR	TRUE	FALSE	FALSE
LRIG1	TRUE	FALSE	FALSE
ADGRA2	TRUE	FALSE	FALSE
POLR3C	TRUE	FALSE	FALSE
HOXB4	TRUE	FALSE	FALSE
ZIC3	TRUE	FALSE	FALSE
FBXO27	TRUE	TRUE	FALSE
KLHL13	TRUE	FALSE	TRUE
PROS1	TRUE	TRUE	FALSE
YAP1	TRUE	FALSE	FALSE
ABR	TRUE	FALSE	FALSE
FAM171A1	TRUE	FALSE	FALSE
ZKSCAN1	TRUE	FALSE	FALSE
MEIS2	TRUE	FALSE	FALSE
ATXN7L3B	TRUE	FALSE	FALSE
CDC73	TRUE	FALSE	FALSE
PCDHGB6	TRUE	FALSE	FALSE
GTF2IRD1	TRUE	FALSE	FALSE
ZNF821	TRUE	FALSE	FALSE
RHEB	TRUE	FALSE	FALSE
DUSP9	TRUE	FALSE	TRUE
MEX3A	TRUE	FALSE	FALSE
IGF2BP3	TRUE	FALSE	FALSE
TBX1	TRUE	FALSE	FALSE
EPHA3	TRUE	FALSE	FALSE
PTPRG	TRUE	TRUE	FALSE
DDX10	TRUE	FALSE	FALSE
FZD9	TRUE	FALSE	FALSE
ARL14EPL	TRUE	FALSE	FALSE
ZNF85	TRUE	FALSE	FALSE
MVB12B	TRUE	FALSE	FALSE
ZNF264	TRUE	TRUE	FALSE
ACTN2	TRUE	TRUE	FALSE
PITPNA	TRUE	FALSE	FALSE
TMEM150C	TRUE	FALSE	FALSE
NPAS2	TRUE	FALSE	FALSE
ATG9A	TRUE	FALSE	TRUE
ENO2	TRUE	FALSE	TRUE
PLBD2	TRUE	FALSE	FALSE
GEM	TRUE	FALSE	FALSE
ANKRD44	TRUE	FALSE	FALSE
PRAF2	TRUE	FALSE	FALSE
TNFSF9	TRUE	FALSE	FALSE
SIRPA	TRUE	FALSE	FALSE
LIN7A	TRUE	FALSE	FALSE
ASPHD2	TRUE	FALSE	FALSE
BMI1	TRUE	FALSE	FALSE
SORT1	TRUE	FALSE	TRUE
SCG2	TRUE	FALSE	FALSE
DUSP22	TRUE	FALSE	FALSE
RFPL1	TRUE	FALSE	FALSE
PSMB1	TRUE	FALSE	FALSE
KIAA1462	TRUE	FALSE	FALSE
PLOD1	TRUE	FALSE	FALSE
SPRED2	TRUE	FALSE	FALSE
TRAF5	TRUE	TRUE	FALSE
STX11	TRUE	FALSE	FALSE
S100A1	TRUE	FALSE	FALSE
SCMH1	TRUE	FALSE	FALSE
ERI1	TRUE	FALSE	FALSE
SPG20	TRUE	FALSE	FALSE
MOCS1	TRUE	FALSE	FALSE
HDX	TRUE	TRUE	FALSE
DCP1B	TRUE	FALSE	FALSE
CFL2	TRUE	TRUE	FALSE
GPM6B	TRUE	FALSE	TRUE
RANBP17	TRUE	FALSE	FALSE
GALNT4	TRUE	FALSE	FALSE
HGSNAT	TRUE	FALSE	FALSE
TPPP	TRUE	FALSE	FALSE
LRRC4B	TRUE	FALSE	FALSE
ZNF483	TRUE	TRUE	FALSE
PCBD1	TRUE	FALSE	FALSE
SOX18	TRUE	FALSE	FALSE
MTMR11	TRUE	TRUE	FALSE
FNDC3B	TRUE	TRUE	FALSE
SLC25A45	TRUE	FALSE	FALSE
USH1G	TRUE	FALSE	FALSE
PTGER1	TRUE	FALSE	FALSE
EPB41L2	TRUE	FALSE	FALSE
MAST1	TRUE	FALSE	FALSE
ABHD8	TRUE	FALSE	FALSE
CRTC3	TRUE	TRUE	FALSE
PTX3	TRUE	TRUE	FALSE
ZCCHC3	TRUE	TRUE	FALSE
ZCCHC14	TRUE	FALSE	FALSE
IGFN1	TRUE	TRUE	FALSE
SIGIRR	TRUE	FALSE	TRUE
GOLGA8H	TRUE	FALSE	FALSE
ACAD11	TRUE	FALSE	FALSE
SYNGR3	TRUE	TRUE	FALSE
PRELID3A	TRUE	FALSE	FALSE
ASTN2	TRUE	FALSE	FALSE
CHP1	TRUE	FALSE	FALSE
NNT	TRUE	FALSE	FALSE
PPM1B	TRUE	FALSE	FALSE
HSPA9	TRUE	FALSE	FALSE
PTGES3L	TRUE	FALSE	FALSE
MSRB3	TRUE	FALSE	FALSE
CCDC28B	TRUE	FALSE	FALSE
ECH1	TRUE	FALSE	FALSE
ADAMTS10	TRUE	FALSE	FALSE
FBXL16	TRUE	FALSE	FALSE
VCL	TRUE	TRUE	FALSE
TIMM17A	TRUE	TRUE	FALSE
TERT	TRUE	FALSE	FALSE
RPP14	TRUE	FALSE	FALSE
PARD3	TRUE	FALSE	FALSE
TOR3A	TRUE	FALSE	FALSE
JOSD1	TRUE	FALSE	FALSE
COQ10A	TRUE	FALSE	FALSE
STXBP5	TRUE	FALSE	FALSE
GPAT4	TRUE	FALSE	FALSE
ATP6V1G1	TRUE	FALSE	FALSE
PSMC4	TRUE	FALSE	FALSE
SLC22A31	TRUE	FALSE	FALSE
ZNF317	TRUE	FALSE	FALSE
SUSD5	TRUE	FALSE	TRUE
TMEM70	TRUE	FALSE	FALSE
ZNF25	TRUE	TRUE	FALSE
MED12	TRUE	FALSE	FALSE
TMEM50A	TRUE	FALSE	TRUE
CASKIN1	TRUE	FALSE	FALSE
PRDX6	TRUE	FALSE	FALSE
PTH2	TRUE	FALSE	FALSE
IRAK2	TRUE	FALSE	FALSE
C6orf120	TRUE	FALSE	FALSE
ZNF492	TRUE	FALSE	FALSE
REEP1	TRUE	FALSE	TRUE
UROS	TRUE	FALSE	FALSE
UGCG	TRUE	FALSE	FALSE
DIXDC1	TRUE	FALSE	FALSE
C15orf59	TRUE	FALSE	FALSE
ABCA3	TRUE	FALSE	FALSE
SCRN1	TRUE	FALSE	FALSE
KIAA1549	TRUE	FALSE	FALSE
P2RX4	TRUE	FALSE	FALSE
BRD4	TRUE	FALSE	FALSE
PCDHGC3	TRUE	FALSE	FALSE
NQO2	TRUE	FALSE	FALSE
AHNAK	TRUE	FALSE	FALSE
RHOB	TRUE	FALSE	FALSE
ZBTB2	TRUE	FALSE	FALSE
PRKAR2B	TRUE	FALSE	FALSE
SEL1L	TRUE	TRUE	FALSE
SLC16A9	TRUE	TRUE	FALSE
LIMD2	TRUE	FALSE	TRUE
HINT3	TRUE	FALSE	FALSE
PTMS	TRUE	FALSE	TRUE
RTN2	TRUE	FALSE	FALSE
ATP2B1	TRUE	TRUE	FALSE
TP53INP2	TRUE	FALSE	FALSE
FAM117B	TRUE	FALSE	FALSE
ZNF730	TRUE	FALSE	FALSE
OSBPL6	TRUE	FALSE	FALSE
GMDS	TRUE	FALSE	TRUE
ZFP36L1	TRUE	FALSE	FALSE
PCOLCE2	TRUE	TRUE	FALSE
INPP5J	TRUE	FALSE	FALSE
XIAP	TRUE	FALSE	FALSE
FOXK2	TRUE	FALSE	FALSE
SPX	TRUE	TRUE	FALSE
ABCA10	TRUE	FALSE	FALSE
ZNF37A	TRUE	FALSE	FALSE
DYNLT1	TRUE	TRUE	FALSE
SATB2	TRUE	FALSE	FALSE
HID1	TRUE	FALSE	FALSE
LPP	TRUE	FALSE	FALSE
SLC6A16	TRUE	FALSE	FALSE
HLA-B	TRUE	FALSE	FALSE
NBEA	TRUE	FALSE	FALSE
ABHD6	TRUE	FALSE	FALSE
COLEC11	TRUE	FALSE	FALSE
SUMF2	TRUE	FALSE	FALSE
ZSWIM5	TRUE	FALSE	FALSE
AP4E1	TRUE	FALSE	FALSE
KAT2B	TRUE	FALSE	FALSE
BEND4	TRUE	FALSE	FALSE
SPTBN2	TRUE	FALSE	TRUE
CERS5	TRUE	TRUE	FALSE
VASH1	TRUE	FALSE	FALSE
SMAD6	TRUE	FALSE	FALSE
SAT1	TRUE	TRUE	FALSE
ZMYND12	TRUE	FALSE	FALSE
USP6NL	TRUE	FALSE	FALSE
CCDC50	TRUE	FALSE	FALSE
SYNM	TRUE	FALSE	FALSE
DKKL1	TRUE	FALSE	FALSE
ASAH1	TRUE	FALSE	FALSE
KCNH3	TRUE	FALSE	FALSE
GABBR1	TRUE	FALSE	FALSE
SLF1	TRUE	FALSE	FALSE
MRAP2	TRUE	FALSE	FALSE
SLC22A23	TRUE	FALSE	FALSE
SHANK1	TRUE	FALSE	FALSE
MST1L	TRUE	FALSE	FALSE
RNF10	TRUE	TRUE	FALSE
SRPRB	TRUE	FALSE	FALSE
SHISA7	TRUE	FALSE	FALSE
HIGD1A	TRUE	FALSE	FALSE
FKBP9	TRUE	TRUE	TRUE
