pathway	pval	padj	log2err	ES	NES	size	leadingEdge	collection
REACTOME_COLLAGEN_FORMATION	0.06053811659192825	0.4039345937659683	0.27650059925447157	-0.38675285147244043	-1.3729981730280028	77		REACTOME
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.06526379604470396	0.4039345937659683	0.2878051305355643	-0.3829990263771294	-1.3669935035060035	81		REACTOME
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.05580357142857143	0.4039345937659683	0.2878571172551493	-0.37354309190024404	-1.361748661032366	92		REACTOME
REACTOME_GABA_RECEPTOR_ACTIVATION	0.06444906444906445	0.4039345937659683	0.25720646646883816	-0.4144732005107616	-1.3577823872699026	47		REACTOME
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	0.06512605042016807	0.4039345937659683	0.25720646646883816	-0.4079138893210567	-1.3504185925459915	50		REACTOME
REACTOME_GASTRULATION	0.0595903165735568	0.4039345937659683	0.2529611230696109	0.37808087901767584	1.3497019714700695	99		REACTOME
REACTOME_RAC2_GTPASE_CYCLE	0.0626118067978533	0.4039345937659683	0.24133997681509095	0.3845481490052856	1.3485403553250404	83		REACTOME
REACTOME_O_LINKED_GLYCOSYLATION	0.06227106227106227	0.4039345937659683	0.24504178543099617	0.37724971132166507	1.3443912589470275	95		REACTOME
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.056363636363636366	0.4039345937659683	0.25720646646883816	0.3802866333227997	1.3435098560974832	89		REACTOME
REACTOME_SARS_COV_1_INFECTION	0.06323380757714181	0.4039345937659683	0.2878051305355643	0.3576893962565604	1.3311813906908034	136		REACTOME
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	0.0633147113594041	0.4039345937659683	0.24504178543099617	0.3726063325405677	1.330158517719498	99		REACTOME
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.06386861313868614	0.4039345937659683	0.24133997681509095	0.349856168505685	1.3086600506870893	145		REACTOME
REACTOME_CELL_CELL_COMMUNICATION	0.06517690875232775	0.4039345937659683	0.24133997681509095	0.3494343209393189	1.2945687734843747	132		REACTOME
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	0.06382978723404255	0.4039345937659683	0.2377938344236881	0.33342502460376017	1.2823869569852198	172		REACTOME
REACTOME_SIGNALING_BY_GPCR	0.06553398058252427	0.4039345937659683	0.27650059925447157	-0.2620111498825799	-1.1687026010924946	444		REACTOME
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.06652806652806653	0.40767780302664025	0.2529611230696109	-0.42079208266201273	-1.3685521300739723	46		REACTOME
REACTOME_NEUREXINS_AND_NEUROLIGINS	0.06860706860706861	0.41638573519860006	0.24891111443470243	-0.4176054974120042	-1.3581883228369802	46		REACTOME
REACTOME_SENSORY_PERCEPTION	0.06873920106694156	0.41638573519860006	0.2878051305355643	-0.3224862742411105	-1.2773288417796167	171		REACTOME
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.07773635464163252	0.4264890204786578	0.2878051305355643	0.5429075406429399	1.4793429606744128	23		REACTOME
REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS	0.0737527114967462	0.4264890204786578	0.24504178543099617	-0.5826719429927287	-1.4769979651552072	16		REACTOME
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.0736881017693471	0.4264890204786578	0.2878051305355643	0.4590099450567603	1.4543012001876499	51		REACTOME
REACTOME_MECHANICAL_LOAD_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_OSTEOCYTES	0.07758620689655173	0.4264890204786578	0.2377938344236881	-0.5777436508590399	-1.4518273162601274	15		REACTOME
REACTOME_CRISTAE_FORMATION	0.07251908396946564	0.4264890204786578	0.23112670967383428	0.5025454503629648	1.4403311005074388	29		REACTOME
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	0.0745697896749522	0.4264890204786578	0.22798720285044224	0.5525154664213467	1.433739372300004	18		REACTOME
REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	0.07648183556405354	0.4264890204786578	0.22496609354031374	0.5481487902798353	1.4224081501159112	18		REACTOME
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	0.07809523809523809	0.4264890204786578	0.22205604614524838	0.5316162773045735	1.4005093624616025	20		REACTOME
REACTOME_GPER1_SIGNALING	0.07096774193548387	0.4264890204786578	0.24891111443470243	-0.4445225146515839	-1.3890925508217211	40		REACTOME
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	0.07756813417190776	0.4264890204786578	0.2343926472946861	-0.4516188179673116	-1.3750545958569336	35		REACTOME
REACTOME_PARASITE_INFECTION	0.07550644567219153	0.4264890204786578	0.22205604614524838	0.423219457656118	1.354979447804271	54		REACTOME
REACTOME_FLT3_SIGNALING	0.07708779443254818	0.4264890204786578	0.2377938344236881	-0.44148883500882197	-1.345703048313396	36		REACTOME
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	0.07608695652173914	0.4264890204786578	0.24133997681509095	-0.3824032117079632	-1.3311179560306508	70		REACTOME
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.07789855072463768	0.4264890204786578	0.21654283673534816	0.39568829592145477	1.3254099056520097	67		REACTOME
REACTOME_HATS_ACETYLATE_HISTONES	0.07434944237918216	0.4264890204786578	0.22496609354031374	0.37112139796073684	1.3183205330987164	97		REACTOME
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	0.07326007326007326	0.4264890204786578	0.22496609354031374	0.36680189953780273	1.306923168953914	96		REACTOME
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	0.0746606334841629	0.4264890204786578	0.24891111443470243	-0.3638708927099131	-1.3019165865938453	82		REACTOME
REACTOME_S_PHASE	0.07789855072463768	0.4264890204786578	0.21654283673534816	0.34090678311186184	1.2804194102357198	150		REACTOME
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.0737527114967462	0.4264890204786578	0.24504178543099617	-0.2975197779212652	-1.2110412405918316	193		REACTOME
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	0.07861060329067641	0.42709059725965437	0.21654283673534816	0.4046122842637475	1.326826172657262	61		REACTOME
REACTOME_KIDNEY_DEVELOPMENT	0.08190476190476191	0.440597667638484	0.21654283673534816	0.4547316085510677	1.361743496268122	35		REACTOME
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.0819327731092437	0.440597667638484	0.22798720285044224	-0.3938639901858411	-1.3039057242365288	50		REACTOME
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION	0.08272058823529412	0.44257614213197966	0.2114001893849227	0.3578337067848436	1.2888020531961517	105		REACTOME
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1	0.08405172413793104	0.447426854754441	0.22798720285044224	-0.5741241150790779	-1.4427316889698643	15		REACTOME
REACTOME_CILIUM_ASSEMBLY	0.08502772643253234	0.4503478575873823	0.2089550275493539	0.3281803845923017	1.2596484369355143	182		REACTOME
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX	0.08550185873605948	0.4505947955390334	0.2089550275493539	0.5774133640490686	1.4325522965182937	15		REACTOME
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION	0.08604206500956023	0.4511857538312263	0.2114001893849227	0.5405304842751316	1.4026391736202495	18		REACTOME
REACTOME_BASIGIN_INTERACTIONS	0.08823529411764706	0.45228772193316524	0.21925034670375515	-0.5193357895895825	-1.4142220971497794	21		REACTOME
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	0.08712121212121213	0.45228772193316524	0.2089550275493539	0.4931392617243838	1.3965745989108516	27		REACTOME
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.08704061895551257	0.45228772193316524	0.2114001893849227	0.5110691758715614	1.392588113342315	23		REACTOME
REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY	0.08839779005524862	0.45228772193316524	0.20429475651688608	0.4177946408815349	1.33761135400638	54		REACTOME
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.08756567425569177	0.45228772193316524	0.19991523130966152	0.30595024650685476	1.222626515383452	233		REACTOME
REACTOME_MISMATCH_REPAIR	0.09293680297397769	0.4691220652052966	0.19991523130966152	0.564872516371997	1.401438676261752	15		REACTOME
REACTOME_NCAM1_INTERACTIONS	0.09302325581395349	0.4691220652052966	0.21392785549235627	-0.47068616053725426	-1.3496924820328577	28		REACTOME
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	0.0925589836660617	0.4691220652052966	0.19782202131510335	0.3746900447065462	1.2987029996331145	78		REACTOME
REACTOME_FORMATION_OF_THE_NEPHRIC_DUCT	0.09426987060998152	0.47090257641194555	0.19782202131510335	0.548524370309133	1.3978134384508145	16		REACTOME
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.09389671361502347	0.47090257641194555	0.22496609354031374	-0.2812467161402452	-1.1773694566926332	257		REACTOME
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.09640831758034027	0.4779762608935683	0.19782202131510335	0.4857430219496971	1.3912821901388421	28		REACTOME
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	0.09695817490494296	0.4779762608935683	0.19782202131510335	0.47153673136729723	1.3648670991092424	30		REACTOME
REACTOME_SIGNALING_BY_BMP	0.0970464135021097	0.4779762608935683	0.2089550275493539	-0.4676363938683083	-1.3391278405788147	27		REACTOME
REACTOME_EXTENSION_OF_TELOMERES	0.09829867674858223	0.48010667196713713	0.19578900214894943	0.4207715023068502	1.3331486766238645	51		REACTOME
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	0.09838998211091235	0.48010667196713713	0.19002330527910832	0.3648055174779424	1.2793065405119861	83		REACTOME
REACTOME_INFLAMMASOMES	0.10133843212237094	0.48330636858361525	0.19381330272531053	0.525576368312046	1.3638342783055806	18		REACTOME
REACTOME_SENSORY_PERCEPTION_OF_TASTE	0.10126582278481013	0.48330636858361525	0.20429475651688608	-0.46663821503616254	-1.336269446575419	27		REACTOME
REACTOME_SIGNALING_BY_VEGF	0.10128913443830571	0.48330636858361525	0.19002330527910832	0.356954249847537	1.2745850588331098	100		REACTOME
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS	0.10021786492374728	0.48330636858361525	0.2089550275493539	-0.3823436695540452	-1.2735223282825188	54		REACTOME
REACTOME_RAC1_GTPASE_CYCLE	0.1	0.48330636858361525	0.19002330527910832	0.3233517255831333	1.2426444246830894	176		REACTOME
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	0.10536044362292052	0.49110471026770586	0.18643255843407516	0.5424829296669468	1.3824179384979287	16		REACTOME
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.10576923076923077	0.49110471026770586	0.19002330527910832	0.49449880844330396	1.3629011857979372	24		REACTOME
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	0.10396975425330812	0.49110471026770586	0.19002330527910832	0.4177244555495955	1.3234945856747993	51		REACTOME
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	0.10526315789473684	0.49110471026770586	0.19991523130966152	-0.4378152729146092	-1.3228527385355366	34		REACTOME
REACTOME_PLATELET_HOMEOSTASIS	0.10434782608695652	0.49110471026770586	0.20429475651688608	-0.3608476708555545	-1.2560846754458999	70		REACTOME
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	0.10507246376811594	0.49110471026770586	0.1847064712077387	0.33243567193100415	1.2425877722882548	139		REACTOME
REACTOME_STIMULI_SENSING_CHANNELS	0.10730593607305935	0.49388845686028193	0.20658792269689108	-0.3446758302838364	-1.2460092927303479	86		REACTOME
REACTOME_FATTY_ACID_METABOLISM	0.10727272727272727	0.49388845686028193	0.18302393838448722	0.3260426632156934	1.2309148467337572	153		REACTOME
REACTOME_TRNA_AMINOACYLATION	0.10920770877944326	0.49989114884617786	0.19782202131510335	-0.4150890182853933	-1.3130064182832535	42		REACTOME
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.11030741410488246	0.49989114884617786	0.1797823162983236	0.3934237994583906	1.2825365326325078	58		REACTOME
REACTOME_RHOC_GTPASE_CYCLE	0.1105072463768116	0.49989114884617786	0.1797823162983236	0.3722639142105793	1.2732323109939954	73		REACTOME
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	0.10989010989010989	0.49989114884617786	0.18138312849840757	0.34850988052692555	1.2545632164155442	103		REACTOME
REACTOME_SPHINGOLIPID_METABOLISM	0.11152416356877323	0.5001977378786681	0.18138312849840757	0.3524918023297656	1.252143323758085	97		REACTOME
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.1111111111111111	0.5001977378786681	0.19991523130966152	-0.33726167987319317	-1.235555523691468	93		REACTOME
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.12014787430683918	0.527649414664202	0.1737478389995708	0.5337217415559384	1.3600916625086574	16		REACTOME
REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES	0.11899791231732777	0.527649414664202	0.18643255843407516	-0.5156566819706248	-1.3521708758402617	18		REACTOME
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	0.1198501872659176	0.527649414664202	0.17520404755855126	0.44088576155438053	1.3086731334293373	33		REACTOME
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.11909262759924386	0.527649414664202	0.17669426893849804	0.41037701800720866	1.300215379306241	51		REACTOME
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.11969111969111969	0.527649414664202	0.17821987495197314	0.42160578232980245	1.2969713335770012	45		REACTOME
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	0.12244897959183673	0.5348702334348266	0.1723243449009459	0.425672608849482	1.2993847569503216	39		REACTOME
REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	0.12280701754385964	0.5348702334348266	0.1882041463084906	-0.3279624217147075	-1.2063649224081938	96		REACTOME
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	0.12363636363636364	0.5362663673774785	0.16957064440562838	0.35007237907052796	1.2467991086956698	94		REACTOME
REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	0.1254681647940075	0.5397691660934036	0.17093233537005617	0.4401988748185602	1.3066342601082577	33		REACTOME
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.1252236135957066	0.5397691660934036	0.16693384871319314	0.35891340252501147	1.2508530453443227	80		REACTOME
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	0.1266540642722117	0.5404590434935673	0.17093233537005617	0.4578320256266558	1.3113385361108088	28		REACTOME
REACTOME_LEISHMANIA_INFECTION	0.12614259597806216	0.5404590434935673	0.16823816568963962	0.32428268441592945	1.20947355846538	138		REACTOME
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE	0.1342155009451796	0.5525903827977315	0.16565669520548273	0.5060338347402132	1.3289860695731104	19		REACTOME
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.1314655172413793	0.5525903827977315	0.1797823162983236	-0.5136169405932006	-1.3226306340585783	17		REACTOME
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.13179916317991633	0.5525903827977315	0.17669426893849804	-0.4480510527786351	-1.3020857934428989	29		REACTOME
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	0.13271028037383178	0.5525903827977315	0.16565669520548273	0.41252407492175763	1.2758113172073517	42		REACTOME
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	0.13272727272727272	0.5525903827977315	0.16318012718068908	0.36985911689389944	1.2447846762355543	69		REACTOME
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	0.13392857142857142	0.5525903827977315	0.1608014010700223	0.31301922471346705	1.1853784431375838	154		REACTOME
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	0.13140311804008908	0.5525903827977315	0.18302393838448722	-0.3031627461203213	-1.1733126740665738	148		REACTOME
REACTOME_MUSCLE_CONTRACTION	0.1318181818181818	0.5525903827977315	0.1847064712077387	-0.29854980944238163	-1.1676530640949925	157		REACTOME
REACTOME_M_PHASE	0.13391304347826086	0.5525903827977315	0.15851410542482433	0.27216430231843725	1.1385729364926072	358		REACTOME
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION	0.13562386980108498	0.5540603053114093	0.1608014010700223	0.38544387559356924	1.2578545239038441	57		REACTOME
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.13562386980108498	0.5540603053114093	0.1608014010700223	0.3832813046273105	1.250797206754927	57		REACTOME
REACTOME_ENDOGENOUS_STEROLS	0.137546468401487	0.5575922219044895	0.1619789488834018	0.5134594244609035	1.3227198646569227	17		REACTOME
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.13704496788008566	0.5575922219044895	0.17520404755855126	-0.3972738051472952	-1.2566534718959217	42		REACTOME
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.13901345291479822	0.5613799975946258	0.17821987495197314	-0.3557342491823125	-1.2185416876828237	63		REACTOME
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	0.1401151631477927	0.5615261671398233	0.16318012718068908	0.4030879412435047	1.2514975288845913	47		REACTOME
REACTOME_NEURONAL_SYSTEM	0.13990825688073394	0.5615261671398233	0.1797823162983236	-0.2631959593745996	-1.1338551389844975	316		REACTOME
REACTOME_CARDIOGENESIS	0.1461864406779661	0.561692789968652	0.16823816568963962	-0.48399102752136125	-1.3211617631892159	22		REACTOME
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	0.14285714285714285	0.561692789968652	0.16957064440562838	-0.4845314598729008	-1.3194451664076943	21		REACTOME
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.14602587800369685	0.561692789968652	0.1563124030731863	0.5175614430694491	1.3189101150396534	16		REACTOME
REACTOME_PYROPTOSIS	0.14423076923076922	0.561692789968652	0.1608014010700223	0.47622150714118255	1.3125266344491375	24		REACTOME
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	0.1444866920152091	0.561692789968652	0.1596467019199062	0.4902790409593749	1.3087380310668388	21		REACTOME
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.14432989690721648	0.561692789968652	0.16693384871319314	-0.4708493530447617	-1.308437646341351	23		REACTOME
REACTOME_OTHER_INTERLEUKIN_SIGNALING	0.14613778705636743	0.561692789968652	0.16693384871319314	-0.4918272492387417	-1.2896846014363115	18		REACTOME
REACTOME_RND2_GTPASE_CYCLE	0.14152700186219738	0.561692789968652	0.1596467019199062	0.41702270776338446	1.2779789282518406	40		REACTOME
REACTOME_HEME_SIGNALING	0.14163090128755365	0.561692789968652	0.1723243449009459	-0.3921058206149428	-1.254022864541882	43		REACTOME
REACTOME_SIGNALING_BY_PDGF	0.14655172413793102	0.561692789968652	0.16957064440562838	-0.37132227218226477	-1.2323884011931843	52		REACTOME
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	0.14285714285714285	0.561692789968652	0.1563124030731863	0.3142407098440043	1.1800163855878762	148		REACTOME
REACTOME_RHOA_GTPASE_CYCLE	0.14620938628158844	0.561692789968652	0.15419096658142434	0.31444238229288024	1.179832259365113	146		REACTOME
REACTOME_AZATHIOPRINE_ADME	0.14857142857142858	0.5656161576739194	0.15740289930528326	0.49481346607967436	1.303554690669549	20		REACTOME
REACTOME_ION_HOMEOSTASIS	0.14864864864864866	0.5656161576739194	0.15851410542482433	0.4088642065888489	1.2577748633832178	45		REACTOME
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.1524390243902439	0.5738240418118467	0.1608014010700223	-0.44484343695158785	-1.2773776952475102	26		REACTOME
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.15196998123827393	0.5738240418118467	0.15419096658142434	0.3920557538968757	1.2440334811511462	53		REACTOME
REACTOME_SARS_COV_2_HOST_INTERACTIONS	0.15185185185185185	0.5738240418118467	0.15315880868307333	0.30619389449186385	1.1741748315244693	180		REACTOME
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	0.15336134453781514	0.5752414844941536	0.16318012718068908	-0.4749608104446629	-1.2933829843343494	21		REACTOME
REACTOME_MITOCHONDRIAL_TRANSLATION	0.1539855072463768	0.5755344845307843	0.15016980212840597	0.33843757334240543	1.2058246103012646	93		REACTOME
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.15653775322283608	0.5830063317910573	0.15016980212840597	0.3811054408596435	1.2201472084272402	54		REACTOME
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	0.1571969696969697	0.5834000213401622	0.15214492236756472	0.45233578729306345	1.2810188110004996	27		REACTOME
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS	0.15985130111524162	0.5911693732472445	0.14920754243532175	0.42288221402656917	1.2479369595029448	32		REACTOME
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS	0.16101694915254236	0.5933981272964324	0.1596467019199062	-0.3853677886301705	-1.209958521515872	41		REACTOME
REACTOME_PARACETAMOL_ADME	0.16446124763705103	0.6039796341792745	0.14826150047510658	0.49136584175950854	1.2904638265891797	19		REACTOME
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	0.16869918699186992	0.6173921635049684	0.15214492236756472	-0.43329535387825246	-1.2442171211771564	26		REACTOME
REACTOME_SELENOAMINO_ACID_METABOLISM	0.17158671586715868	0.6244265532432022	0.1429011493869481	0.32536022282102406	1.181316007408511	113		REACTOME
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.17180616740088106	0.6244265532432022	0.15740289930528326	-0.309326208537969	-1.1554870118085079	110		REACTOME
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	0.17254901960784313	0.624971363115693	0.1473312136993771	0.44467201308797233	1.2370961242944247	26		REACTOME
REACTOME_RAC3_GTPASE_CYCLE	0.17721518987341772	0.639674007282816	0.13880510939113969	0.3359196901519689	1.1866419321573773	87		REACTOME
REACTOME_SURFACTANT_METABOLISM	0.17857142857142858	0.6416926603780676	0.15016980212840597	-0.4588922232520479	-1.2496260326023447	21		REACTOME
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	0.17953321364452424	0.6416926603780676	0.1372507796101328	0.338931206122563	1.1777441406023152	79		REACTOME
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.17960088691796008	0.6416926603780676	0.15419096658142434	-0.34032425822145884	-1.1734489698657706	65		REACTOME
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.1822125813449024	0.6444700024749233	0.15114876138548375	-0.4946792988881832	-1.253948000498402	16		REACTOME
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	0.18181818181818182	0.6444700024749233	0.14920754243532175	-0.47198033082940527	-1.2491725512537535	19		REACTOME
REACTOME_SIGNALING_BY_WNT	0.18197879858657243	0.6444700024749233	0.13500203382863138	0.27837119479472383	1.1253239763414664	264		REACTOME
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.18421052631578946	0.6480289330922242	0.13880510939113969	0.4057566006901042	1.2234900335044077	37		REACTOME
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.1844484629294756	0.6480289330922242	0.13574094381042484	0.3663275932302109	1.1942046258408332	58		REACTOME
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	0.18789144050104384	0.6579321537810638	0.1455161460903603	-0.4766000915643956	-1.2497554783414784	18		REACTOME
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.19103313840155944	0.6620465918895599	0.13880510939113969	0.44936337934650183	1.2346048035720991	25		REACTOME
REACTOME_AGGREPHAGY	0.18984962406015038	0.6620465918895599	0.13649043778041264	0.3996794079315734	1.2051652921222549	37		REACTOME
REACTOME_SIGNALING_BY_RETINOIC_ACID	0.19157894736842104	0.6620465918895599	0.1446305280344838	-0.3987735048308073	-1.204888580996885	34		REACTOME
REACTOME_AURKA_ACTIVATION_BY_TPX2	0.19117647058823528	0.6620465918895599	0.13427345288320233	0.34982039706749113	1.1836626227815439	71		REACTOME
REACTOME_NETRIN_1_SIGNALING	0.19361702127659575	0.6654708777568914	0.1446305280344838	-0.38886119270911473	-1.2018417590724715	37		REACTOME
REACTOME_BIOLOGICAL_OXIDATIONS	0.19383259911894274	0.6654708777568914	0.1473312136993771	-0.28967612903010825	-1.1233060372830743	145		REACTOME
REACTOME_RHO_GTPASES_ACTIVATE_PAKS	0.1958174904942966	0.6663003663003663	0.13500203382863138	0.4693917141629839	1.2529819479753255	21		REACTOME
REACTOME_ELASTIC_FIBRE_FORMATION	0.19553072625698323	0.6663003663003663	0.13355495455759195	0.3947999919440407	1.2098767313763548	40		REACTOME
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.19597069597069597	0.6663003663003663	0.13214726060877433	0.3237289519461163	1.1534533171520394	96		REACTOME
REACTOME_LONG_TERM_POTENTIATION	0.19771863117870722	0.6694988344988345	0.13427345288320233	0.46780023111700186	1.2487336848148218	21		REACTOME
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.19818181818181818	0.6694988344988345	0.13077713797197438	0.34224982510049246	1.1739463881328078	74		REACTOME
REACTOME_RECYCLING_PATHWAY_OF_L1	0.19887429643527205	0.6696917202644624	0.13284630060618333	0.38834959784334827	1.2035170519994003	44		REACTOME
REACTOME_GAB1_SIGNALOSOME	0.20446096654275092	0.6710933236310715	0.13010563075112855	0.48360491098067104	1.2458118245105523	17		REACTOME
REACTOME_ANCHORING_FIBRIL_FORMATION	0.2025862068965517	0.6710933236310715	0.14205664357582118	-0.49538609882244	-1.2448688432950588	15		REACTOME
